,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
11,Nipple disorder,,1.0,0.0,Reproductive & breast disorders,Breast disorders NEC,3,astra,Table 24
12,Breast infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
13,Breast inflammation,,4.0,0.0,Reproductive & breast disorders,Breast infections and inflammations,3,astra,Table 24
14,Nipple inflammation,,1.0,0.0,Reproductive & breast disorders,Breast infections and inflammations,3,astra,Table 24
15,Breast signs and symptoms,,,,Reproductive & breast disorders,,2,astra,Table 24
16,Breast discharge,,9.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
17,Breast discolouration,,1.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
18,Breast discomfort,,12.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
19,Breast engorgement,,6.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
20,Breast haemorrhage,,1.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
21,Breast induration,,1.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
22,Breast oedema,,1.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
23,Breast pain,,476.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
24,Breast swelling,,70.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
25,Breast tenderness,,75.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
26,Nipple exudate bloody,,1.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
27,Nipple pain,,37.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
28,Nipple swelling,,4.0,0.0,Reproductive & breast disorders,Breast signs and symptoms,3,astra,Table 24
29,Cervix disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
30,Cervical friability,,1.0,0.0,Reproductive & breast disorders,Cervix disorders NEC,3,astra,Table 24
31,Cervix haemorrhage uterine,,1.0,0.0,Reproductive & breast disorders,Cervix disorders NEC,3,astra,Table 24
32,Ectropion of cervix,,1.0,0.0,Reproductive & breast disorders,Cervix disorders NEC,3,astra,Table 24
33,Cervix neoplasms,,,,Reproductive & breast disorders,,2,astra,Table 24
34,Cervical polyp,,1.0,0.0,Reproductive & breast disorders,Cervix neoplasms,3,astra,Table 24
35,Erection and ejaculation conditions and disorders,,,,Reproductive & breast disorders,,2,astra,Table 24
36,Ejaculation delayed,,2.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
37,Ejaculation disorder,,3.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
38,Ejaculation failure,,5.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
39,Erectile dysfunction,,88.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
40,Erection increased,,6.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
41,Organic erectile dysfunction,,19.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
42,Painful ejaculation,,1.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
43,Painful erection,,2.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
44,Priapism,,3.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
45,Retrograde ejaculation,,4.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
46,Spontaneous penile erection,,2.0,0.0,Reproductive & breast disorders,Erection and ejaculation conditions and disorders,3,astra,Table 24
47,Fallopian tube and ovary infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
48,Noninfective oophoritis,,1.0,0.0,Reproductive & breast disorders,Fallopian tube and ovary infections and inflammations,3,astra,Table 24
49,Lactation disorders,,,,Reproductive & breast disorders,,2,astra,Table 24
50,Galactorrhoea,,3.0,0.0,Reproductive & breast disorders,Lactation disorders,3,astra,Table 24
51,Lactation disorder,,2.0,0.0,Reproductive & breast disorders,Lactation disorders,3,astra,Table 24
52,Lactation puerperal increased,,6.0,0.0,Reproductive & breast disorders,Lactation disorders,3,astra,Table 24
53,Suppressed lactation,,27.0,0.0,Reproductive & breast disorders,Lactation disorders,3,astra,Table 24
54,Menopausal effects NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
55,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,,,,Reproductive & breast disorders,,2,astra,Table 24
56,Artificial menopause,,2.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
57,Menopausal disorder,,3.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
58,Menopausal symptoms,,58.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
59,Menopause delayed,,5.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
60,Premature menopause,,44.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
61,Menopausal effects on the genitourinary tract,,,,Reproductive & breast disorders,,2,astra,Table 24
62,Atrophic vulvovaginitis,,1.0,0.0,Reproductive & breast disorders,Menopausal effects on the genitourinary tract,3,astra,Table 24
63,Postmenopausal haemorrhage,,293.0,0.0,Reproductive & breast disorders,Menopausal effects on the genitourinary tract,3,astra,Table 24
64,Menstruation and uterine bleeding NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
65,Abnormal uterine bleeding,,7.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
66,Abnormal withdrawal bleeding,,5.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
67,Dysmenorrhoea,,1351.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
68,Intermenstrual bleeding,,668.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
69,Menstrual discomfort,,13.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
70,Menstrual disorder,,1437.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
71,Menstruation irregular,,2176.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
72,Premenstrual dysphoric disorder,,6.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
73,Premenstrual headache,,8.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
74,Premenstrual pain,,79.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
75,Premenstrual syndrome,,53.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
76,Retrograde menstruation,,4.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
77,Withdrawal bleed,,13.0,0.0,Reproductive & breast disorders,Menstruation and uterine bleeding NEC,3,astra,Table 24
78,Menstruation with decreased bleeding,,,,Reproductive & breast disorders,,2,astra,Table 24
79,Amenorrhoea,,572.0,0.0,Reproductive & breast disorders,Menstruation with decreased bleeding,3,astra,Table 24
80,Hypomenorrhoea,,415.0,0.0,Reproductive & breast disorders,Menstruation with decreased bleeding,3,astra,Table 24
81,Menstruation delayed,,3093.0,0.0,Reproductive & breast disorders,Menstruation with decreased bleeding,3,astra,Table 24
82,Oligomenorrhoea,,109.0,0.0,Reproductive & breast disorders,Menstruation with decreased bleeding,3,astra,Table 24
83,Menstruation with increased bleeding,,,,Reproductive & breast disorders,,2,astra,Table 24
84,Heavy menstrual bleeding,,4466.0,0.0,Reproductive & breast disorders,Menstruation with increased bleeding,3,astra,Table 24
85,Menometrorrhagia,,17.0,0.0,Reproductive & breast disorders,Menstruation with increased bleeding,3,astra,Table 24
86,Polymenorrhoea,,645.0,0.0,Reproductive & breast disorders,Menstruation with increased bleeding,3,astra,Table 24
87,Ovarian and fallopian tube cysts and neoplasms,,,,Reproductive & breast disorders,,2,astra,Table 24
88,Ovarian cyst,,28.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube cysts and neoplasms,3,astra,Table 24
89,Ovarian cyst ruptured,,2.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube cysts and neoplasms,3,astra,Table 24
90,Polycystic ovaries,,40.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube cysts and neoplasms,3,astra,Table 24
91,Ovarian and fallopian tube disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
92,Fallopian tube spasm,,1.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
93,Ovarian adhesion,,1.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
94,Ovarian enlargement,,2.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
95,Ovarian failure,,2.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
96,Ovarian haemorrhage,,5.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
97,Ovarian hyperstimulation syndrome,,1.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
98,Ovarian necrosis,,1.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
99,Ovarian oedema,,1.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
100,Ovarian vein thrombosis,,2.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
101,Ovulation pain,,53.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
102,Premature ovulation,,7.0,0.0,Reproductive & breast disorders,Ovarian and fallopian tube disorders NEC,3,astra,Table 24
103,Pelvic prolapse conditions,,,,Reproductive & breast disorders,,2,astra,Table 24
104,Pelvic prolapse,,1.0,0.0,Reproductive & breast disorders,Pelvic prolapse conditions,3,astra,Table 24
105,Vaginal prolapse,,2.0,0.0,Reproductive & breast disorders,Pelvic prolapse conditions,3,astra,Table 24
106,Pelvis and broad ligament disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
107,Adnexa uteri pain,,40.0,0.0,Reproductive & breast disorders,Pelvis and broad ligament disorders NEC,3,astra,Table 24
108,Pelvic haematoma,,1.0,0.0,Reproductive & breast disorders,Pelvis and broad ligament disorders NEC,3,astra,Table 24
109,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,,,,Reproductive & breast disorders,,2,astra,Table 24
110,Pelvic haemorrhage,,27.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
111,Penile and scrotal infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
112,Balanoposthitis,,4.0,0.0,Reproductive & breast disorders,Penile and scrotal infections and inflammations,3,astra,Table 24
113,Penile disorders NEC (excl erection and ejaculation),,,,Reproductive & breast disorders,,2,astra,Table 24
114,Penile blister,,6.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
115,Penile burning sensation,,1.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
116,Penile curvature,,4.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
117,Penile discharge,,4.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
118,Penile erosion,,1.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
119,Penile exfoliation,,1.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
120,Penile haemorrhage,,7.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
121,Penile oedema,,3.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
122,Penile pain,,2.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
123,Penile size reduced,,2.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
124,Penis disorder,,10.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
125,Peyronie's disease,,4.0,0.0,Reproductive & breast disorders,Penile disorders NEC (excl erection and ejaculation),3,astra,Table 24
126,Prostate and seminal vesicles infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
127,Prostatitis,,6.0,0.0,Reproductive & breast disorders,Prostate and seminal vesicles infections and inflammations,3,astra,Table 24
128,Prostatic neoplasms and hypertrophy,,,,Reproductive & breast disorders,,2,astra,Table 24
129,Benign prostatic hyperplasia,,2.0,0.0,Reproductive & breast disorders,Prostatic neoplasms and hypertrophy,3,astra,Table 24
130,"Prostatic signs, symptoms and disorders NEC",,,,Reproductive & breast disorders,,2,astra,Table 24
131,Prostatic pain,,1.0,0.0,Reproductive & breast disorders,"Prostatic signs, symptoms and disorders NEC",3,astra,Table 24
132,Prostatism,,1.0,0.0,Reproductive & breast disorders,"Prostatic signs, symptoms and disorders NEC",3,astra,Table 24
133,Prostatomegaly,,3.0,0.0,Reproductive & breast disorders,"Prostatic signs, symptoms and disorders NEC",3,astra,Table 24
134,Reproductive tract disorders NEC (excl neoplasms),,,,Reproductive & breast disorders,,2,astra,Table 24
135,Female genital tract fistula,,1.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
136,Genital blister,,5.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
137,Genital dysaesthesia,,1.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
138,Genital haemorrhage,,31.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
139,Genital hyperaesthesia,,1.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
140,Genital hypoaesthesia,,2.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
141,Genital lesion,,2.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
142,Genital paraesthesia,,5.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
143,Genital ulceration,,13.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
144,Perineal disorder,,2.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
145,Varicose veins pelvic,,1.0,0.0,Reproductive & breast disorders,Reproductive tract disorders NEC (excl neoplasms),3,astra,Table 24
146,Reproductive tract infections and inflammations NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
147,Genital tract inflammation,,2.0,0.0,Reproductive & breast disorders,Reproductive tract infections and inflammations NEC,3,astra,Table 24
148,Reproductive tract neoplasms NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
149,Genital cyst,,2.0,0.0,Reproductive & breast disorders,Reproductive tract neoplasms NEC,3,astra,Table 24
150,Reproductive tract signs and symptoms NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
151,Genital burning sensation,,8.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
152,Genital discomfort,,3.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
153,Genital erythema,,1.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
154,Genital pain,,3.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
155,Genital rash,,6.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
156,Genital swelling,,2.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
157,Pelvic discomfort,,4.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
158,Pelvic pain,,169.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
159,Perineal pain,,2.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
160,Pruritus genital,,9.0,0.0,Reproductive & breast disorders,Reproductive tract signs and symptoms NEC,3,astra,Table 24
161,Scrotal disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
162,Scrotal dermatitis,,1.0,0.0,Reproductive & breast disorders,Scrotal disorders NEC,3,astra,Table 24
163,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,,,,Reproductive & breast disorders,,2,astra,Table 24
164,Scrotal oedema,,1.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
165,Scrotal pain,,19.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
166,Scrotal swelling,,5.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
167,Varicocele,,1.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
168,Sexual function and fertility disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
169,Dyspareunia,,7.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
170,Female sexual dysfunction,,1.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
171,Infertility,,11.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
172,Infertility female,,6.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
173,Infertility male,,3.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
174,Male sexual dysfunction,,2.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
175,Sexual dysfunction,,14.0,0.0,Reproductive & breast disorders,Sexual function and fertility disorders NEC,3,astra,Table 24
176,Spermatogenesis and semen disorders,,,,Reproductive & breast disorders,,2,astra,Table 24
177,Aspermia,,2.0,0.0,Reproductive & breast disorders,Spermatogenesis and semen disorders,3,astra,Table 24
178,Haematospermia,,17.0,0.0,Reproductive & breast disorders,Spermatogenesis and semen disorders,3,astra,Table 24
179,Semen discolouration,,2.0,0.0,Reproductive & breast disorders,Spermatogenesis and semen disorders,3,astra,Table 24
180,Testicular and epididymal disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
181,Testicular atrophy,,1.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
182,Testicular disorder,,8.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
183,Testicular mass,,1.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
184,Testicular oedema,,2.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
185,Testicular pain,,107.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
186,Testicular retraction,,3.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
187,Testicular swelling,,23.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
188,Testis discomfort,,6.0,0.0,Reproductive & breast disorders,Testicular and epididymal disorders NEC,3,astra,Table 24
189,Testicular and epididymal infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
190,Orchitis noninfective,,1.0,0.0,Reproductive & breast disorders,Testicular and epididymal infections and inflammations,3,astra,Table 24
191,Testicular and epididymal neoplasms,,,,Reproductive & breast disorders,,2,astra,Table 24
192,Epididymal cyst,,1.0,0.0,Reproductive & breast disorders,Testicular and epididymal neoplasms,3,astra,Table 24
193,Testicular cyst,,1.0,0.0,Reproductive & breast disorders,Testicular and epididymal neoplasms,3,astra,Table 24
194,Uterine disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
195,Adenomyosis,,13.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
196,Endometrial hyperplasia,,1.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
197,Endometrial thickening,,2.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
198,Endometriosis,,82.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
199,Metrorrhoea,,1.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
200,Uterine enlargement,,2.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
201,Uterine haemorrhage,,69.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
202,Uterine pain,,10.0,0.0,Reproductive & breast disorders,Uterine disorders NEC,3,astra,Table 24
203,Uterine neoplasms,,,,Reproductive & breast disorders,,2,astra,Table 24
204,Uterine cyst,,1.0,0.0,Reproductive & breast disorders,Uterine neoplasms,3,astra,Table 24
205,Uterine polyp,,4.0,0.0,Reproductive & breast disorders,Uterine neoplasms,3,astra,Table 24
206,Uterine tone disorders,,,,Reproductive & breast disorders,,2,astra,Table 24
207,Uterine spasm,,23.0,0.0,Reproductive & breast disorders,Uterine tone disorders,3,astra,Table 24
208,Vaginal and vulval infections and inflammations,,,,Reproductive & breast disorders,,2,astra,Table 24
209,Vulvovaginal inflammation,,2.0,0.0,Reproductive & breast disorders,Vaginal and vulval infections and inflammations,3,astra,Table 24
210,Vulvovaginal cysts and neoplasms,,,,Reproductive & breast disorders,,2,astra,Table 24
211,Bartholin's cyst,,2.0,0.0,Reproductive & breast disorders,Vulvovaginal cysts and neoplasms,3,astra,Table 24
212,Vaginal cyst,,14.0,0.0,Reproductive & breast disorders,Vulvovaginal cysts and neoplasms,3,astra,Table 24
213,Vulva cyst,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal cysts and neoplasms,3,astra,Table 24
214,Vulvovaginal disorders NEC,,,,Reproductive & breast disorders,,2,astra,Table 24
215,Vaginal disorder,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal disorders NEC,3,astra,Table 24
216,Vaginal haemorrhage,,1267.0,0.0,Reproductive & breast disorders,Vulvovaginal disorders NEC,3,astra,Table 24
217,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,,,,Reproductive & breast disorders,,2,astra,Table 24
218,Vaginal ulceration,,7.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
219,Vulval disorder,,3.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
220,Vulval haemorrhage,,32.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
221,Vulval ulceration,,6.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
222,Vulvovaginal ulceration,,2.0,0.0,Reproductive & breast disorders,Reproductive & breasRtedpirsoodrudcetirvse & breast disorders cont'd,3,astra,Table 24
223,Vulvovaginal signs and symptoms,,,,Reproductive & breast disorders,,2,astra,Table 24
224,Clitoral engorgement,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
225,Coital bleeding,,7.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
226,Enlarged clitoris,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
227,Labia enlarged,,2.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
228,Vaginal discharge,,86.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
229,Vaginal lesion,,7.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
230,Vaginal odour,,5.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
231,Vulval oedema,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
232,Vulvovaginal burning sensation,,9.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
233,Vulvovaginal discomfort,,8.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
234,Vulvovaginal dryness,,12.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
235,Vulvovaginal erythema,,1.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
236,Vulvovaginal pain,,36.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
237,Vulvovaginal pruritus,,12.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
238,Vulvovaginal rash,,2.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
239,Vulvovaginal swelling,,7.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,3,astra,Table 24
240,Reproductive & breast disorders SOC TOTAL,,19069.0,0.0,Reproductive & breast disorders,Vulvovaginal signs and symptoms,4,astra,Table 24
1,Respiratory disorders,,,,Respiratory disorders,,1,astra,Table 24
2,Breathing abnormalities,,,,Respiratory disorders,,2,astra,Table 24
3,Apnoea,,13.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
4,Apnoeic attack,,1.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
5,Cheyne-Stokes respiration,,2.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
6,Dyspnoea,,7389.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
7,Dyspnoea at rest,,15.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
8,Dyspnoea exertional,,59.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
9,Dyspnoea paroxysmal nocturnal,,1.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
10,Grunting,,2.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
11,Hyperventilation,,98.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
12,Hypopnoea,,226.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
13,Hypoventilation,,1.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
14,Irregular breathing,,26.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
15,Mouth breathing,,8.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
16,Orthopnoea,,3.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
